Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rel_Yield,Profit_per_Ha,Revenue_per_Ha,Cost_per_Ha,Water_per_Ha,Is_Profitable,Breakeven_Yield,Yield_vs_Breakeven
SF13144,Maharashtra,Warangal,Groundnut,Kharif,5.64,809.6,27.1,85.4,7.0,6.58,39.9,119.6,25.3,93.5,Flood,217.9,2.75,0.84,1.88,10.6,59753,441546,633382,191836,3507,3.023,63.3,1.342857142857143,34013.475177304965,112301.7730496454,78288.29787234042,621.8085106382979,True,1.3101986155061742,1.4348969520729435
SF13145,Karnataka,Nalgonda,Rice,Kharif,2.57,670.9,25.0,90.0,5.6,6.77,34.3,114.0,76.1,77.1,Flood,186.4,7.75,0.96,4.43,11.39,20511,175784,233620,57836,5473,2.081,45.8,1.8008130081300813,22504.280155642024,90902.72373540857,68398.44357976654,2129.5719844357977,True,3.3347200809208,1.328447333659491
SF13146,Andhra Pradesh,Guntur,Chilli,Kharif,13.56,832.2,29.9,62.5,7.3,7.31,35.4,119.1,41.5,119.4,Rainfed,152.4,7.61,0.83,1.55,21.02,103525,894834,2176096,1281262,4775,4.402,53.9,0.9967845659163986,94488.34808259587,160479.05604719764,65990.70796460177,352.1386430678466,True,0.6374374109113912,2.4316112820925446
SF13147,Telangana,Indore,Wheat,Rabi,7.43,528.6,25.9,60.2,9.7,6.55,21.7,105.9,48.2,114.3,Sprinkler,199.6,6.72,0.69,3.05,22.66,22740,455010,515288,60278,3427,6.612,35.3,1.3769751693002257,8112.786002691791,69352.35531628533,61239.56931359354,461.23822341857334,True,2.6930329513453626,1.1325520538010152
SF13148,Punjab,Krishna,Maize,Rabi,4.75,444.1,23.4,49.2,6.9,5.88,8.0,59.7,63.8,117.3,Flood,223.2,2.9,0.67,1.42,6.74,19699,331530,132771,-198759,3428,1.966,50.9,0.49824561403508766,-41844.0,27951.78947368421,69795.78947368421,721.6842105263158,False,3.5431133292900254,0.40077747111875245
SF13149,Telangana,Rajkot,Sugarcane,Zaid,4.02,373.9,29.6,33.8,7.7,8.12,19.5,139.3,59.6,100.2,Rainfed,186.0,2.53,0.66,3.85,15.48,3773,261600,58406,-203194,4575,3.384,49.9,0.08015823443681033,-50545.77114427861,14528.855721393036,65074.62686567165,1138.0597014925374,False,17.24744947407147,0.2232214105504587
SF13150,Andhra Pradesh,Nashik,Sugarcane,Zaid,10.95,166.8,32.4,53.5,9.6,5.64,14.8,87.9,82.7,90.5,Sprinkler,192.0,3.79,0.88,11.14,121.98,3494,779312,426198,-353114,21248,5.741,54.5,0.2319383718509265,-32247.85388127854,38922.19178082192,71170.04566210046,1940.4566210045664,False,20.369217419032758,0.5469036817089946
SF13151,Karnataka,Erode,Rice,Rabi,11.99,677.1,19.4,52.2,6.0,7.69,26.7,100.9,33.5,97.3,Flood,146.5,3.71,0.78,0.83,9.95,19985,812219,198851,-613368,25265,0.394,54.8,0.33739837398373984,-51156.63052543786,16584.737281067555,67741.36780650543,2107.1726438698915,False,3.389610598273977,0.24486588530925768
SF13152,Madhya Pradesh,Erode,Groundnut,Kharif,4.73,1046.6,27.8,69.8,6.8,6.56,31.0,172.4,63.3,139.4,Flood,132.2,6.65,0.71,2.03,9.6,50720,327304,486912,159608,3087,3.11,48.1,1.45,33743.763213530656,102941.22621564481,69197.46300211416,652.6427061310782,True,1.3643032926284338,1.487938943612055
SF13153,Madhya Pradesh,Nashik,Maize,Zaid,3.31,687.3,27.9,55.1,7.1,5.91,21.4,61.3,64.0,102.2,Drip,317.7,3.09,0.67,2.13,7.05,21060,258249,148473,-109776,1515,4.653,47.9,0.7473684210526316,-33164.954682779455,44855.891238670694,78020.84592145015,457.7039274924471,False,3.7046935385303965,0.5749463424834171
SF13154,Punjab,Nashik,Sugarcane,Rabi,11.21,854.4,28.6,53.2,8.3,6.45,25.9,204.2,29.9,115.7,Flood,192.8,7.38,0.83,72.35,811.04,3886,908490,3151701,2243211,27596,29.39,40.9,1.5063501977930458,200108.0285459411,281150.8474576271,81042.81891168599,2461.730597680642,True,20.855074346805452,3.469179672863763
SF13155,Andhra Pradesh,Nalgonda,Rice,Rabi,12.94,561.8,26.9,56.1,8.3,6.83,19.0,123.3,66.8,148.7,Rainfed,156.7,3.29,0.87,3.86,49.95,24245,839332,1211038,371706,11189,4.464,48.8,1.5691056910569106,28725.347758887172,93588.71715610511,64863.36939721793,864.6831530139104,True,2.675329733851018,1.4428128058980236
SF13156,Gujarat,Erode,Pulses,Kharif,2.48,886.8,28.0,58.6,7.2,7.97,29.4,139.0,67.8,152.8,Rainfed,270.7,0.88,0.73,0.3,0.74,65976,181498,48822,-132676,495,1.495,72.6,0.3191489361702128,-53498.3870967742,19686.290322580644,73184.67741935483,199.59677419354838,False,1.1092621168205838,0.2704500545460556
SF13157,Telangana,Krishna,Groundnut,Kharif,9.92,898.7,26.8,76.3,6.5,7.24,36.4,88.8,73.0,98.1,Sprinkler,328.1,4.71,0.98,1.18,11.71,61268,824997,717448,-107549,4833,2.423,53.0,0.8428571428571429,-10841.633064516129,72323.3870967742,83165.02016129032,487.1975806451613,False,1.3573973389255454,0.8693106772509476
SF13158,Punjab,Nalgonda,Rice,Rabi,10.71,710.5,23.9,60.2,7.7,7.39,18.1,48.7,45.5,80.8,Rainfed,93.7,6.38,0.89,1.74,18.64,20804,522242,387787,-134455,10033,1.858,35.4,0.7073170731707317,-12554.154995331464,36207.9365079365,48762.09150326797,936.7880485527544,False,2.343880576007882,0.7423586413961344
SF13159,Punjab,Krishna,Rice,Kharif,1.07,702.9,25.9,73.0,5.4,6.4,28.4,123.2,50.0,110.9,Sprinkler,157.1,3.45,0.73,3.51,3.76,26337,62539,99027,36488,1586,2.371,54.4,1.4268292682926829,34100.93457943925,92548.59813084111,58447.66355140186,1482.2429906542054,True,2.2192225216008605,1.5816349941636418
SF13160,Tamil Nadu,Ludhiana,Pulses,Zaid,0.88,80.0,28.5,68.2,8.2,7.15,15.7,101.7,51.0,128.4,Rainfed,220.7,5.81,0.95,0.64,0.56,77189,58668,43226,-15442,182,3.077,47.7,0.6808510638297873,-17547.727272727272,49120.454545454544,66668.18181818182,206.8181818181818,False,0.863700550832137,0.740997559146383
SF13161,Punjab,Guntur,Maize,Kharif,8.91,671.2,30.6,60.6,6.4,7.68,33.4,79.9,44.1,99.7,Drip,268.3,4.11,0.69,1.3,11.58,15804,594642,183010,-411632,4451,2.602,54.2,0.45614035087719296,-46198.87766554433,20539.842873176207,66738.72053872053,499.55106621773285,False,4.222900565598616,0.3078452783355364
SF13162,Gujarat,Warangal,Cotton,Kharif,8.56,884.0,27.1,66.5,7.7,6.4,28.3,202.4,58.5,109.8,Rainfed,162.4,1.06,0.85,1.99,17.03,71099,578166,1210816,632650,3308,5.148,55.3,1.6048387096774193,73907.71028037382,141450.4672897196,67542.75700934579,386.4485981308411,True,0.9499818142216598,2.094776942262257
SF13163,Punjab,Nashik,Wheat,Zaid,14.82,203.2,32.5,45.6,7.8,7.09,17.7,189.2,50.4,112.0,Flood,259.4,6.97,0.73,2.09,30.97,26164,1034502,810299,-224203,9167,3.378,40.1,0.9435665914221218,-15128.407557354925,54676.04588394062,69804.45344129554,618.5560053981106,False,2.6679580125858258,0.7833706490659273
SF13164,Tamil Nadu,Erode,Chilli,Rabi,3.08,360.1,22.3,80.7,5.2,6.95,23.4,150.0,63.0,108.8,Flood,156.3,2.83,0.71,1.63,5.02,94380,208785,473788,265003,2002,2.507,52.2,1.048231511254019,86039.93506493507,153827.27272727274,67787.33766233767,650.0,True,0.718238373197051,2.2694415403405412
SF13165,Karnataka,Krishna,Sugarcane,Rabi,7.81,347.2,21.9,59.1,8.2,6.0,16.7,118.7,67.1,134.3,Flood,183.5,4.72,0.96,32.71,255.47,4082,582160,1042829,460669,18724,13.644,48.1,0.6810326879033937,58984.50704225352,133524.83994878363,74540.3329065301,2397.4391805377722,True,18.26073809567126,1.7912748010856123
SF13166,Andhra Pradesh,Ludhiana,Sugarcane,Kharif,0.94,758.4,30.8,88.3,5.8,6.81,30.6,63.4,57.1,138.0,Rainfed,220.2,4.49,0.69,52.92,49.74,3544,63369,176279,112910,923,53.889,56.1,1.1018113678950656,120117.02127659575,187530.8510638298,67413.82978723405,981.9148936170213,True,19.02196100091254,2.7820475500639112
SF13167,Gujarat,Erode,Chilli,Zaid,6.14,362.0,35.1,65.3,7.0,8.1,21.2,93.2,71.2,86.7,Flood,56.3,2.82,0.98,0.3,1.84,93358,296881,171779,-125102,5063,0.363,46.8,0.19292604501607713,-20374.918566775246,27977.035830618894,48351.95439739414,824.5928338762216,False,0.5179197754599942,0.5792402881962806
SF13168,Karnataka,Indore,Groundnut,Zaid,12.63,221.1,32.5,60.8,7.0,6.33,17.8,80.2,60.1,124.7,Rainfed,185.1,5.46,0.97,0.9,11.37,67517,858197,767668,-90529,2980,3.815,33.7,0.6428571428571429,-7167.775138558986,60781.314330958034,67949.08946951701,235.94615993665874,False,1.0063997136945808,0.8942768839788535
SF13169,Karnataka,Erode,Maize,Kharif,2.52,1045.7,29.1,73.5,8.9,6.31,39.1,141.4,42.4,118.4,Drip,242.4,4.49,0.73,3.91,9.85,18697,193149,184165,-8984,1035,9.517,47.7,1.3719298245614036,-3565.079365079365,73081.3492063492,76646.42857142857,410.7142857142857,False,4.099397153095607,0.9537987791808398
SF13170,Gujarat,Krishna,Chilli,Kharif,13.96,705.4,24.6,69.4,6.4,7.93,33.4,126.4,65.2,99.1,Rainfed,228.9,8.93,0.85,0.39,5.44,92103,1102942,501040,-601902,5011,1.086,36.0,0.2508038585209003,-43116.18911174785,35891.11747851002,79007.30659025788,358.95415472779365,False,0.8578146921409496,0.45464364690074366
SF13171,Punjab,Guntur,Rice,Rabi,4.44,397.0,28.7,59.9,4.9,7.33,16.6,150.9,80.4,119.2,Drip,158.3,7.96,0.73,2.74,12.17,22015,259230,267923,8693,5698,2.136,37.1,1.1138211382113823,1957.8828828828828,60343.01801801801,58385.13513513513,1283.3333333333333,True,2.6520615550822226,1.0331585233190606
SF13172,Andhra Pradesh,Krishna,Cotton,Kharif,2.97,692.9,28.9,79.7,8.7,5.95,34.0,163.0,77.9,101.8,Drip,111.4,2.91,0.66,1.33,3.95,59057,186826,233275,46449,1929,2.048,61.1,1.0725806451612905,15639.393939393938,78543.77104377103,62904.3771043771,649.4949494949494,True,1.0651468429547233,1.2486541257640802
SF13173,Telangana,Nalgonda,Rice,Rabi,12.86,418.9,24.3,63.4,6.7,6.44,19.6,135.6,53.8,120.9,Drip,186.3,5.92,0.99,4.41,56.71,17687,987008,1003030,16022,19525,2.904,41.3,1.7926829268292683,1245.8786936236393,77996.11197511664,76750.233281493,1518.2737169517886,True,4.3393584712779445,1.0162792562978213
SF13174,Maharashtra,Krishna,Wheat,Rabi,12.49,314.7,21.3,49.7,8.6,5.81,26.7,160.5,60.4,105.1,Sprinkler,154.7,6.49,0.92,1.04,12.99,24526,1058138,318593,-739545,7177,1.81,31.7,0.4695259593679459,-59210.96877502002,25507.846277021617,84718.81505204164,574.6196957566053,False,3.4542450889685083,0.3010788097582735
SF13175,Punjab,Ludhiana,Chilli,Rabi,7.27,80.0,27.1,54.0,7.0,7.86,25.7,130.6,64.3,107.7,Sprinkler,180.5,4.37,0.98,0.41,2.98,96515,575317,287615,-287702,5165,0.577,36.2,0.26366559485530544,-39573.8651994498,39561.89821182944,79135.76341127923,710.4539202200825,False,0.8199322738566982,0.5000412998399143
SF13176,Telangana,Rajkot,Wheat,Zaid,10.07,228.3,29.3,33.7,6.3,6.8,16.3,98.4,72.4,101.0,Rainfed,141.3,4.09,0.8,2.12,21.35,25912,629675,553221,-76454,2592,8.237,27.5,0.9571106094808127,-7592.254220456803,54937.53723932472,62529.791459781525,257.3982125124131,False,2.413159596317595,0.8785162834795729
SF13177,Maharashtra,Warangal,Maize,Zaid,12.14,404.5,31.9,62.6,8.2,6.1,21.5,132.2,73.0,115.3,Flood,185.9,4.13,0.73,2.11,25.62,24943,934995,639040,-295955,8323,3.078,38.9,0.7403508771929824,-24378.50082372323,52639.209225700164,77017.71004942339,685.5848434925865,False,3.0877484684850813,0.6833458170364548
SF13178,Andhra Pradesh,Raichur,Groundnut,Kharif,11.36,699.8,30.3,81.5,8.0,8.4,31.7,110.2,70.6,109.3,Flood,168.6,5.38,0.87,0.3,3.41,61336,765179,209156,-556023,7284,0.468,49.8,0.2142857142857143,-48945.68661971831,18411.61971830986,67357.30633802817,641.1971830985916,False,1.098169204676343,0.27318194566238746
SF13179,Andhra Pradesh,Guntur,Rice,Kharif,5.18,1079.2,29.3,64.9,6.1,7.69,35.7,103.8,71.0,125.5,Rainfed,238.4,1.26,0.85,0.91,4.71,22790,288793,107341,-181452,4186,1.125,72.3,0.3699186991869919,-35029.34362934363,20722.200772200773,55751.54440154441,808.1081081081081,False,2.446316121173515,0.37198790136880044
SF13180,Maharashtra,Guntur,Groundnut,Kharif,5.84,633.0,29.8,71.1,7.9,5.78,32.7,69.4,36.1,126.2,Flood,166.7,4.94,0.83,0.66,3.85,60707,344197,233722,-110475,3480,1.106,56.4,0.4714285714285715,-18916.95205479452,40020.890410958906,58937.84246575343,595.8904109589041,False,0.9708574376225712,0.679811447514069
SF13181,Andhra Pradesh,Raichur,Rice,Rabi,7.67,149.1,22.6,66.8,6.9,7.03,20.8,183.4,80.5,118.0,Sprinkler,254.7,4.61,0.88,2.28,17.49,21019,563513,367622,-195891,12125,1.442,36.9,0.9268292682926829,-25539.895697522817,47929.856584093875,73469.75228161669,1580.8344198174707,False,3.4953971302924347,0.6522863969420404
SF13182,Tamil Nadu,Erode,Wheat,Kharif,3.6,856.3,29.6,65.5,7.6,6.93,34.4,156.4,31.3,86.5,Flood,108.9,3.58,1.0,2.72,9.79,24836,241406,243144,1738,2895,3.382,73.6,1.2279909706546277,482.77777777777777,67540.0,67057.22222222222,804.1666666666666,True,2.7000008947585044,1.0074070735607237
SF13183,Tamil Nadu,Krishna,Chilli,Kharif,6.27,727.9,35.9,57.4,6.7,5.87,29.6,160.8,60.3,127.6,Sprinkler,166.7,6.9,0.92,0.99,6.21,113048,418573,702028,283455,4130,1.504,41.3,0.6366559485530546,45208.13397129187,111966.18819776716,66758.05422647529,658.6921850079746,True,0.5905283970214006,1.6764646797571745
SF13184,Telangana,Nashik,Sugarcane,Rabi,5.69,169.7,23.9,60.2,6.6,6.97,21.7,71.5,41.2,114.4,Flood,116.9,5.52,0.95,46.54,264.81,2857,336364,756562,420198,13378,19.794,28.3,0.9689777222569227,73848.50615114236,132963.4446397188,59114.938488576445,2351.142355008787,True,20.691263034153465,2.249258535990772
SF13185,Telangana,Indore,Rice,Rabi,12.67,198.5,25.8,53.2,7.3,6.96,19.9,111.9,50.8,140.3,Drip,59.8,7.54,0.74,3.19,40.42,21258,535290,859248,323958,16988,2.379,22.8,1.2967479674796747,25568.902920284138,67817.52170481453,42248.61878453039,1340.8050513022888,True,1.9874220897793953,1.6050943664182034
SF13186,Tamil Nadu,Guntur,Chilli,Rabi,8.31,704.4,24.0,56.5,7.2,6.16,30.0,113.2,55.0,118.5,Flood,151.2,7.38,0.93,1.87,15.54,106560,575196,1655942,1080746,7430,2.092,40.8,1.202572347266881,130053.67027677497,199270.99879663056,69217.3285198556,894.1034897713597,True,0.6495620168905367,2.878862912815806
SF13187,Andhra Pradesh,Indore,Maize,Rabi,10.97,404.1,23.9,61.4,7.5,6.97,33.6,95.8,39.6,143.1,Flood,257.4,7.59,0.94,3.14,34.45,22671,783053,781016,-2037,7913,4.354,36.3,1.1017543859649124,-185.68824065633544,71195.62443026435,71381.31267092068,721.3309024612579,False,3.1485736258180355,0.997276980996178
SF13188,Maharashtra,Krishna,Maize,Rabi,8.38,398.7,26.9,52.7,7.2,6.98,36.1,147.5,55.7,88.4,Drip,196.0,3.04,0.74,4.16,34.86,20855,515013,727005,211992,4375,7.968,51.6,1.4596491228070176,25297.374701670644,86754.77326968973,61457.39856801909,522.0763723150358,True,2.94689036528502,1.4116575387417407
SF13189,Punjab,Nalgonda,Wheat,Rabi,8.68,114.8,24.2,60.4,6.8,5.61,22.3,64.5,19.6,78.5,Sprinkler,210.1,4.46,0.89,0.54,4.69,22431,692974,105201,-587773,4387,1.069,37.6,0.24379232505643345,-67715.78341013825,12119.930875576038,79835.71428571429,505.4147465437788,False,3.5591687524280813,0.15172081954012703
SF13190,Maharashtra,Raichur,Maize,Rabi,1.12,315.0,24.7,65.9,5.9,7.14,28.4,96.3,23.7,175.4,Sprinkler,251.5,4.13,0.76,2.65,2.97,20673,77447,61399,-16048,655,4.534,40.3,0.9298245614035087,-14328.571428571428,54820.53571428571,69149.10714285713,584.8214285714286,False,3.3448994893270028,0.7922510103683811
SF13191,Madhya Pradesh,Krishna,Wheat,Kharif,6.27,1104.3,29.5,77.4,8.4,6.09,28.7,78.1,89.3,49.0,Flood,176.5,3.71,0.72,1.91,11.98,26312,408894,315218,-93676,4689,2.555,74.7,0.8623024830699775,-14940.350877192983,50274.00318979267,65214.35406698565,747.8468899521531,False,2.4785023588851343,0.7706266621667228
SF13192,Maharashtra,Indore,Rice,Kharif,3.34,896.6,26.6,78.1,6.6,6.25,36.4,130.8,67.1,126.1,Flood,264.8,6.47,0.91,2.81,9.39,22260,264130,209021,-55109,6659,1.41,54.7,1.1422764227642277,-16499.700598802396,62581.1377245509,79080.8383233533,1993.7125748502995,False,3.55259830742827,0.7909703706508159
SF13193,Andhra Pradesh,Erode,Chilli,Kharif,4.74,788.5,26.4,64.4,7.9,7.98,31.8,86.0,23.9,88.8,Rainfed,85.9,4.02,1.0,0.3,1.42,94336,249426,133957,-115469,1655,0.858,54.2,0.19292604501607713,-24360.54852320675,28260.970464135018,52621.51898734177,349.1561181434599,False,0.557809521151435,0.537817998123692
SF13194,Maharashtra,Indore,Groundnut,Rabi,4.03,328.8,20.6,74.6,8.0,5.6,25.2,144.8,25.0,132.2,Drip,111.3,5.31,0.7,0.37,1.49,59437,286011,88561,-197450,1968,0.757,37.3,0.2642857142857143,-48995.03722084367,21975.434243176176,70970.47146401985,488.33746898263024,False,1.1940453162848033,0.3098709864305918
SF13195,Punjab,Indore,Rice,Zaid,3.3,281.35,31.7,32.8,9.4,6.84,18.2,157.8,49.7,93.2,Sprinkler,190.6,8.27,0.97,2.38,7.85,21692,219123,170282,-48841,4561,1.721,30.4,0.9674796747967479,-14800.303030303032,51600.606060606064,66400.90909090909,1382.1212121212122,False,3.061078235797026,0.7775038129269862
SF13196,Tamil Nadu,Rajkot,Wheat,Rabi,5.22,519.2,27.7,62.0,6.5,6.79,19.6,57.8,32.2,106.9,Rainfed,163.2,6.36,0.78,2.42,12.63,24174,306251,305318,-933,1637,7.715,50.5,1.09255079006772,-178.73563218390805,58490.03831417625,58668.773946360154,313.60153256704984,False,2.426936954842399,0.9971416831291979
SF13197,Punjab,Warangal,Pulses,Kharif,12.17,1020.1,27.5,64.6,5.6,6.03,38.4,115.9,61.7,90.7,Sprinkler,187.2,3.31,0.75,0.82,9.98,76113,929721,759608,-170113,4454,2.241,65.3,0.8723404255319149,-13978.060805258834,62416.4338537387,76394.49465899753,365.9819227608874,False,1.003698378187662,0.8169785045190977
SF13198,Karnataka,Nashik,Chilli,Rabi,7.3,386.3,19.9,61.2,7.9,6.08,27.0,104.4,51.2,123.4,Rainfed,195.7,6.1,0.69,0.98,7.15,77376,438503,553238,114735,2198,3.253,32.9,0.630225080385852,15717.123287671233,75786.02739726027,60068.90410958904,301.09589041095893,True,0.7763247532773605,1.2623583054163825
SF13199,Andhra Pradesh,Nalgonda,Groundnut,Rabi,6.99,511.8,25.2,50.8,6.6,7.14,29.0,159.4,52.1,114.7,Flood,238.9,4.81,0.66,1.65,11.53,58301,451491,672211,220720,4337,2.659,41.9,1.1785714285714286,31576.537911301857,96167.52503576537,64590.987124463514,620.4577968526467,True,1.1078881515662427,1.4893200163458409
SF13200,Madhya Pradesh,Ludhiana,Wheat,Kharif,5.43,875.6,26.0,95.0,6.0,7.1,30.0,163.3,51.1,78.2,Rainfed,244.3,4.65,0.82,2.62,14.23,23832,385842,339129,-46713,1659,8.577,67.5,1.1828442437923252,-8602.762430939227,62454.69613259669,71057.45856353591,305.52486187845307,False,2.9815986305612583,0.8787232369726469
SF13201,Gujarat,Ludhiana,Sugarcane,Kharif,6.71,729.2,30.2,84.8,5.2,5.99,38.9,153.7,67.7,102.4,Sprinkler,178.7,6.51,0.91,39.57,265.51,3265,423174,866890,443716,11552,22.984,53.0,0.8238600874453467,66127.57078986587,129193.74068554396,63066.16989567809,1721.6095380029806,True,19.31582538918165,2.0485792971685406
SF13202,Andhra Pradesh,Erode,Chilli,Rabi,8.82,708.0,20.5,57.1,8.4,5.68,16.5,110.4,38.3,82.1,Sprinkler,115.9,5.57,0.97,0.61,5.38,106255,585977,571652,-14325,5106,1.054,33.0,0.3922829581993569,-1624.1496598639455,64813.15192743764,66437.30158730158,578.9115646258504,False,0.6252628261004337,0.9755897432834395
SF13203,Gujarat,Nashik,Maize,Kharif,1.4,987.3,29.8,62.5,7.0,5.2,35.0,149.7,82.7,90.4,Flood,179.5,3.72,0.87,0.3,0.42,20857,92973,8760,-84213,1037,0.405,63.1,0.10526315789473684,-60152.14285714286,6257.142857142858,66409.28571428572,740.7142857142858,False,3.184028657730533,0.09422025749411118
SF13204,Punjab,Erode,Wheat,Zaid,9.96,345.4,31.7,60.8,8.8,7.31,24.3,120.1,83.7,49.1,Flood,240.8,5.43,0.9,1.46,14.54,22051,784673,320622,-464051,6946,2.093,37.3,0.6591422121896163,-46591.465863453814,32190.963855421684,78782.4297188755,697.3895582329317,False,3.5727372780769806,0.4086502550744068
SF13205,Punjab,Ludhiana,Cotton,Kharif,13.26,772.4,28.2,63.0,6.6,6.9,36.5,105.2,47.5,60.1,Drip,129.5,5.29,0.75,2.07,27.45,74145,725526,2035280,1309754,7894,3.477,50.7,1.6693548387096773,98774.81146304676,153490.19607843139,54715.38461538462,595.3242835595777,True,0.7379511041254921,2.8050638970898354
SF13206,Telangana,Nalgonda,Pulses,Rabi,13.11,545.7,23.8,59.4,8.6,6.92,27.3,96.0,83.0,49.4,Flood,158.2,4.78,0.65,1.16,15.21,57877,835141,880309,45168,7080,2.148,42.9,1.2340425531914894,3445.308924485126,67147.90236460717,63702.593440122044,540.045766590389,True,1.1006547236401687,1.0539181589695632
SF13207,Gujarat,Rajkot,Cotton,Kharif,0.54,736.5,31.3,77.6,4.7,7.5,36.1,102.8,63.3,105.1,Flood,70.4,6.57,0.84,1.01,0.55,71736,33582,39455,5873,451,1.22,48.4,0.8145161290322581,10875.925925925925,73064.8148148148,62188.88888888888,835.1851851851851,True,0.8669132498172311,1.1650531356083618
SF13208,Madhya Pradesh,Krishna,Wheat,Kharif,4.82,1237.3,26.6,61.0,7.9,6.99,30.8,155.3,49.7,58.1,Flood,289.6,6.13,0.73,2.28,10.99,24722,381176,271695,-109481,3200,3.434,63.5,1.0293453724604966,-22713.900414937758,56368.257261410785,79082.15767634855,663.9004149377593,False,3.198857603606041,0.7127544525363612
SF13209,Karnataka,Nalgonda,Groundnut,Kharif,2.66,592.7,26.0,68.5,6.1,6.67,34.0,130.8,52.2,76.0,Rainfed,247.4,5.44,0.97,2.19,5.83,51417,167026,299761,132735,786,7.417,37.4,1.5642857142857143,49900.37593984962,112692.1052631579,62791.72932330827,295.4887218045113,True,1.2212250680379693,1.7932812364542048
SF13210,Andhra Pradesh,Rajkot,Chilli,Rabi,5.82,401.8,24.1,57.7,7.0,5.73,23.9,102.2,50.2,123.0,Drip,287.3,5.64,0.79,0.59,3.43,122180,442440,419077,-23363,3318,1.034,41.6,0.3794212218649517,-4014.2611683848795,72006.35738831614,76020.61855670103,570.1030927835051,False,0.6222018215477249,0.9482453756441552
SF13211,Tamil Nadu,Rajkot,Rice,Rabi,1.71,507.9,25.3,46.8,6.4,7.34,23.8,51.5,37.3,126.8,Drip,252.4,6.47,0.92,2.16,3.69,21746,128869,80243,-48626,2201,1.677,34.7,0.878048780487805,-28436.25730994152,46925.73099415205,75361.98830409357,1287.1345029239767,False,3.46555634618291,0.6232765490536902
SF13212,Telangana,Raichur,Chilli,Zaid,3.08,96.5,34.0,43.4,8.9,6.47,8.7,112.9,74.8,70.5,Sprinkler,253.6,4.66,0.94,1.34,4.13,125503,206373,518327,311954,1581,2.612,37.9,0.8617363344051446,101283.76623376623,168287.987012987,67004.22077922078,513.3116883116883,True,0.53388541133854,2.509901884451939
SF13213,Tamil Nadu,Raichur,Wheat,Rabi,0.52,515.3,24.3,57.6,7.1,6.81,30.1,88.4,58.1,137.5,Drip,144.2,7.68,0.96,3.67,1.91,26943,40511,51461,10950,275,6.945,37.5,1.6568848758465011,21057.69230769231,98963.46153846153,77905.76923076923,528.8461538461538,True,2.891503144815694,1.2692360395941842
SF13214,Madhya Pradesh,Ludhiana,Pulses,Zaid,10.27,149.7,36.2,47.9,7.4,6.64,17.0,138.6,82.9,97.0,Rainfed,152.5,4.33,0.78,0.78,8.01,84469,426581,676597,250016,2100,3.814,40.8,0.8297872340425533,24344.303797468354,65880.91528724441,41536.61148977605,204.47906523855892,True,0.4917379333220004,1.5862107580975242
SF13215,Madhya Pradesh,Rajkot,Maize,Rabi,11.86,501.4,21.3,52.3,7.2,7.43,23.2,114.6,61.7,149.9,Rainfed,162.9,5.19,0.71,1.73,20.52,18197,697875,373402,-324473,3444,5.958,25.7,0.6070175438596491,-27358.60033726813,31484.148397976394,58842.748735244524,290.3878583473862,False,3.2336510817851583,0.5349989705892889
SF13216,Maharashtra,Rajkot,Chilli,Rabi,6.1,287.5,23.8,75.8,7.8,6.3,14.9,102.7,19.6,88.1,Drip,230.8,1.72,0.97,1.68,10.25,99743,409318,1022366,613048,3495,2.933,55.2,1.080385852090032,100499.67213114754,167600.9836065574,67101.31147540984,572.9508196721312,True,0.6727420618530607,2.497242398330882
SF13217,Punjab,Ludhiana,Sugarcane,Rabi,7.56,451.4,26.7,61.7,8.1,6.26,26.5,176.2,39.4,30.0,Drip,174.7,5.34,0.71,63.84,482.63,2852,482785,1376461,893676,10890,44.319,51.4,1.3291692692067458,118211.11111111112,182071.56084656087,63860.449735449736,1440.4761904761906,True,22.391462039077748,2.851086717275806
SF13218,Tamil Nadu,Indore,Maize,Rabi,11.84,265.7,23.5,52.8,9.0,6.57,20.6,102.6,42.7,65.5,Drip,121.8,10.31,0.79,2.93,34.69,20452,750587,709480,-41107,6745,5.143,20.8,1.0280701754385966,-3471.875,59922.2972972973,63394.1722972973,569.6790540540541,False,3.099656380661906,0.9452660682905513
SF13219,Tamil Nadu,Ludhiana,Cotton,Zaid,7.59,301.4,30.3,52.0,7.6,7.43,8.0,112.2,50.4,116.9,Flood,187.0,5.19,0.68,0.59,4.48,58491,614444,262040,-352404,6616,0.677,45.9,0.4758064516129032,-46430.0395256917,34524.37417654809,80954.41370223979,871.67325428195,False,1.384049062287186,0.42628546637285086
